CLUTCH_NUMBER	DATA_EGGS_FOUND	COLOR	MALE	FEMALE	REGION	POPULATION	TEMPERATURE	TANK	ROOM	CLUTCH_ORDER	DAYS_IN_TREATMENT	DATE_EGGS_LAST_CHECKED	SAMPLE	EGG_SIZE	IMAGE	NOTES	
55	1/01/2023	white	CPRE189	CPRE202	core	Pretty Patches	30	208	3	2	44	31/12/2022	4	0.048	IMG_7160		
55	1/01/2023	white	CPRE189	CPRE202	core	Pretty Patches	30	208	3	2	44	31/12/2022	5	0.046	IMG_7160		
55	1/01/2023	white	CPRE189	CPRE202	core	Pretty Patches	30	208	3	2	44	31/12/2022	6	0.041	IMG_7160		
55	1/01/2023	white	CPRE189	CPRE202	core	Pretty Patches	30	208	3	2	44	31/12/2022	7	0.044	IMG_7160		
55	1/01/2023	white	CPRE189	CPRE202	core	Pretty Patches	30	208	3	2	44	31/12/2022	8	0.045	IMG_7160		
55	1/01/2023	white	CPRE189	CPRE202	core	Pretty Patches	30	208	3	2	44	31/12/2022	9	0.051	IMG_7160		
55	1/01/2023	white	CPRE189	CPRE202	core	Pretty Patches	30	208	3	2	44	31/12/2022	10	0.045	IMG_7160		
56	4/01/2023	white	CARL217	CARL226	core	Arlington Reef	28.5	144	3	2	47	3/01/2023	1	0.040	IMG_7189		
56	4/01/2023	white	CARL217	CARL226	core	Arlington Reef	28.5	144	3	2	47	3/01/2023	2	0.046	IMG_7189		
56	4/01/2023	white	CARL217	CARL226	core	Arlington Reef	28.5	144	3	2	47	3/01/2023	3	0.038	IMG_7189		
56	4/01/2023	white	CARL217	CARL226	core	Arlington Reef	28.5	144	3	2	47	3/01/2023	4	0.035	IMG_7189		
56	4/01/2023	white	CARL217	CARL226	core	Arlington Reef	28.5	144	3	2	47	3/01/2023	5	0.034	IMG_7189		
56	4/01/2023	white	CARL217	CARL226	core	Arlington Reef	28.5	144	3	2	47	3/01/2023	6	0.041	IMG_7189		
56	4/01/2023	white	CARL217	CARL226	core	Arlington Reef	28.5	144	3	2	47	3/01/2023	7	0.038	IMG_7189		
56	4/01/2023	white	CARL217	CARL226	core	Arlington Reef	28.5	144	3	2	47	3/01/2023	8	0.047	IMG_7189		
56	4/01/2023	white	CARL217	CARL226	core	Arlington Reef	28.5	144	3	2	47	3/01/2023	9	0.035	IMG_7189		
56	4/01/2023	white	CARL217	CARL226	core	Arlington Reef	28.5	144	3	2	47	3/01/2023	10	0.042	IMG_7189		
57	5/01/2023	white	CARL241	CARL239	core	Arlington Reef	27	150	3	2	48	4/01/2023	1	0.049	IMG_7205		
57	5/01/2023	white	CARL241	CARL239	core	Arlington Reef	27	150	3	2	48	4/01/2023	2	0.047	IMG_7205		
57	5/01/2023	white	CARL241	CARL239	core	Arlington Reef	27	150	3	2	48	4/01/2023	3	0.051	IMG_7205		
57	5/01/2023	white	CARL241	CARL239	core	Arlington Reef	27	150	3	2	48	4/01/2023	4	0.050	IMG_7205		
57	5/01/2023	white	CARL241	CARL239	core	Arlington Reef	27	150	3	2	48	4/01/2023	5	0.054	IMG_7205		
57	5/01/2023	white	CARL241	CARL239	core	Arlington Reef	27	150	3	2	48	4/01/2023	6	0.047	IMG_7205		
57	5/01/2023	white	CARL241	CARL239	core	Arlington Reef	27	150	3	2	48	4/01/2023	7	0.049	IMG_7205		
57	5/01/2023	white	CARL241	CARL239	core	Arlington Reef	27	150	3	2	48	4/01/2023	8	0.050	IMG_7205		
57	5/01/2023	white	CARL241	CARL239	core	Arlington Reef	27	150	3	2	48	4/01/2023	9	0.052	IMG_7205		
57	5/01/2023	white	CARL241	CARL239	core	Arlington Reef	27	150	3	2	48	4/01/2023	10	0.049	IMG_7205		
58	5/01/2023	white	CVLA089	CVLA059	core	Vlassof Cay	30	158	3	2	48	4/01/2023	1	0.051	IMG_7210		
58	5/01/2023	white	CVLA089	CVLA059	core	Vlassof Cay	30	158	3	2	48	4/01/2023	2	0.050	IMG_7210		
58	5/01/2023	white	CVLA089	CVLA059	core	Vlassof Cay	30	158	3	2	48	4/01/2023	3	0.058	IMG_7210		
58	5/01/2023	white	CVLA089	CVLA059	core	Vlassof Cay	30	158	3	2	48	4/01/2023	4	0.055	IMG_7210		
58	5/01/2023	white	CVLA089	CVLA059	core	Vlassof Cay	30	158	3	2	48	4/01/2023	5	0.053	IMG_7210		
58	5/01/2023	white	CVLA089	CVLA059	core	Vlassof Cay	30	158	3	2	48	4/01/2023	6	0.053	IMG_7210		
58	5/01/2023	white	CVLA089	CVLA059	core	Vlassof Cay	30	158	3	2	48	4/01/2023	7	0.058	IMG_7210		
58	5/01/2023	white	CVLA089	CVLA059	core	Vlassof Cay	30	158	3	2	48	4/01/2023	8	0.055	IMG_7210		
58	5/01/2023	white	CVLA089	CVLA059	core	Vlassof Cay	30	158	3	2	48	4/01/2023	9	0.054	IMG_7210		
58	5/01/2023	white	CVLA089	CVLA059	core	Vlassof Cay	30	158	3	2	48	4/01/2023	10	0.056	IMG_7210		
59	7/01/2023	some color	CARL354	CARL355	core	Arlington Reef	27	124	3	2	50	16/12/2022	1	0.044	IMG_7233		
59	7/01/2023	some color	CARL354	CARL355	core	Arlington Reef	27	124	3	2	50	16/12/2022	2	0.044	IMG_7233		
59	7/01/2023	some color	CARL354	CARL355	core	Arlington Reef	27	124	3	2	50	16/12/2022	3	0.045	IMG_7233		
59	7/01/2023	some color	CARL354	CARL355	core	Arlington Reef	27	124	3	2	50	16/12/2022	4	0.040	IMG_7233		
59	7/01/2023	some color	CARL354	CARL355	core	Arlington Reef	27	124	3	2	50	16/12/2022	5	0.042	IMG_7233		
59	7/01/2023	some color	CARL354	CARL355	core	Arlington Reef	27	124	3	2	50	16/12/2022	6	0.044	IMG_7233		
59	7/01/2023	some color	CARL354	CARL355	core	Arlington Reef	27	124	3	2	50	16/12/2022	7	0.045	IMG_7233		
59	7/01/2023	some color	CARL354	CARL355	core	Arlington Reef	27	124	3	2	50	16/12/2022	8	0.039	IMG_7233		
59	7/01/2023	some color	CARL354	CARL355	core	Arlington Reef	27	124	3	2	50	16/12/2022	9	0.048	IMG_7233		
59	7/01/2023	some color	CARL354	CARL355	core	Arlington Reef	27	124	3	2	50	16/12/2022	10	0.043	IMG_7233		
60	7/01/2023	white	LCKM159	LCKM155	leading	Cockermouth Island	28.5	237	3	2	50	6/01/2023	1	0.054	IMG_7240		
60	7/01/2023	white	LCKM159	LCKM155	leading	Cockermouth Island	28.5	237	3	2	50	6/01/2023	2	0.054	IMG_7240		
60	7/01/2023	white	LCKM159	LCKM155	leading	Cockermouth Island	28.5	237	3	2	50	6/01/2023	3	0.056	IMG_7240		
60	7/01/2023	white	LCKM159	LCKM155	leading	Cockermouth Island	28.5	237	3	2	50	6/01/2023	4	0.054	IMG_7240		
60	7/01/2023	white	LCKM159	LCKM155	leading	Cockermouth Island	28.5	237	3	2	50	6/01/2023	5	0.051	IMG_7240		
60	7/01/2023	white	LCKM159	LCKM155	leading	Cockermouth Island	28.5	237	3	2	50	6/01/2023	6	0.060	IMG_7240		
60	7/01/2023	white	LCKM159	LCKM155	leading	Cockermouth Island	28.5	237	3	2	50	6/01/2023	7	0.059	IMG_7240		
60	7/01/2023	white	LCKM159	LCKM155	leading	Cockermouth Island	28.5	237	3	2	50	6/01/2023	8	0.048	IMG_7240		
60	7/01/2023	white	LCKM159	LCKM155	leading	Cockermouth Island	28.5	237	3	2	50	6/01/2023	9	0.052	IMG_7240		
60	7/01/2023	white	LCKM159	LCKM155	leading	Cockermouth Island	28.5	237	3	2	50	6/01/2023	10	0.058	IMG_7240		
61	11/01/2023	white	CSUD016	CSUD078	core	Sudbury Reef	28.5	230	3	2	54	10/01/2023	1	0.049	IMG_7266		
61	11/01/2023	white	CSUD016	CSUD078	core	Sudbury Reef	28.5	230	3	2	54	10/01/2023	2	0.051	IMG_7266		
61	11/01/2023	white	CSUD016	CSUD078	core	Sudbury Reef	28.5	230	3	2	54	10/01/2023	3	0.048	IMG_7266		
61	11/01/2023	white	CSUD016	CSUD078	core	Sudbury Reef	28.5	230	3	2	54	10/01/2023	4	0.056	IMG_7266		
61	11/01/2023	white	CSUD016	CSUD078	core	Sudbury Reef	28.5	230	3	2	54	10/01/2023	5	0.052	IMG_7266		
61	11/01/2023	white	CSUD016	CSUD078	core	Sudbury Reef	28.5	230	3	2	54	10/01/2023	6	0.050	IMG_7266		
61	11/01/2023	white	CSUD016	CSUD078	core	Sudbury Reef	28.5	230	3	2	54	10/01/2023	7	0.053	IMG_7266		
61	11/01/2023	white	CSUD016	CSUD078	core	Sudbury Reef	28.5	230	3	2	54	10/01/2023	8	0.051	IMG_7266		
61	11/01/2023	white	CSUD016	CSUD078	core	Sudbury Reef	28.5	230	3	2	54	10/01/2023	9	0.053	IMG_7266		
61	11/01/2023	white	CSUD016	CSUD078	core	Sudbury Reef	28.5	230	3	2	54	10/01/2023	10	0.050	IMG_7266		
62	13/01/2023	white	CVLA049	CVLA098	core	Vlassof Cay	28.5	137	3	4	56	12/01/2023	1	0.044	IMG_7529		
62	13/01/2023	white	CVLA049	CVLA098	core	Vlassof Cay	28.5	137	3	4	56	12/01/2023	2	0.053	IMG_7529		
62	13/01/2023	white	CVLA049	CVLA098	core	Vlassof Cay	28.5	137	3	4	56	12/01/2023	3	0.046	IMG_7529		
62	13/01/2023	white	CVLA049	CVLA098	core	Vlassof Cay	28.5	137	3	4	56	12/01/2023	4	0.045	IMG_7529		
62	13/01/2023	white	CVLA049	CVLA098	core	Vlassof Cay	28.5	137	3	4	56	12/01/2023	5	0.049	IMG_7529		
62	13/01/2023	white	CVLA049	CVLA098	core	Vlassof Cay	28.5	137	3	4	56	12/01/2023	6	0.045	IMG_7529		
62	13/01/2023	white	CVLA049	CVLA098	core	Vlassof Cay	28.5	137	3	4	56	12/01/2023	7	0.050	IMG_7529		
62	13/01/2023	white	CVLA049	CVLA098	core	Vlassof Cay	28.5	137	3	4	56	12/01/2023	8	0.040	IMG_7529		
62	13/01/2023	white	CVLA049	CVLA098	core	Vlassof Cay	28.5	137	3	4	56	12/01/2023	9	0.049	IMG_7529		
62	13/01/2023	white	CVLA049	CVLA098	core	Vlassof Cay	28.5	137	3	4	56	12/01/2023	10	0.048	IMG_7529		
63	14/01/2023	white	CSUD009	CSUD212	core	Sudbury Reef	27	172	3	2	57	13/01/2023	1	0.046	IMG_7553		
63	14/01/2023	white	CSUD009	CSUD212	core	Sudbury Reef	27	172	3	2	57	13/01/2023	2	0.052	IMG_7553		
63	14/01/2023	white	CSUD009	CSUD212	core	Sudbury Reef	27	172	3	2	57	13/01/2023	3	0.051	IMG_7553		
63	14/01/2023	white	CSUD009	CSUD212	core	Sudbury Reef	27	172	3	2	57	13/01/2023	4	0.052	IMG_7553		
63	14/01/2023	white	CSUD009	CSUD212	core	Sudbury Reef	27	172	3	2	57	13/01/2023	5	0.057	IMG_7553		
63	14/01/2023	white	CSUD009	CSUD212	core	Sudbury Reef	27	172	3	2	57	13/01/2023	6	0.059	IMG_7553		
63	14/01/2023	white	CSUD009	CSUD212	core	Sudbury Reef	27	172	3	2	57	13/01/2023	7	0.052	IMG_7553		
63	14/01/2023	white	CSUD009	CSUD212	core	Sudbury Reef	27	172	3	2	57	13/01/2023	8	0.050	IMG_7553		
63	14/01/2023	white	CSUD009	CSUD212	core	Sudbury Reef	27	172	3	2	57	13/01/2023	9	0.057	IMG_7553		
63	14/01/2023	white	CSUD009	CSUD212	core	Sudbury Reef	27	172	3	2	57	13/01/2023	10	0.052	IMG_7553		
64	14/01/2023	white	CSUD002	CSUD213	core	Sudbury Reef	28.5	65	2	1	17	13/01/2023	1	0.051	IMG_7557		
64	14/01/2023	white	CSUD002	CSUD213	core	Sudbury Reef	28.5	65	2	1	17	13/01/2023	2	0.053	IMG_7557		
64	14/01/2023	white	CSUD002	CSUD213	core	Sudbury Reef	28.5	65	2	1	17	13/01/2023	3	0.06	IMG_7557		
64	14/01/2023	white	CSUD002	CSUD213	core	Sudbury Reef	28.5	65	2	1	17	13/01/2023	4	0.055	IMG_7557		
64	14/01/2023	white	CSUD002	CSUD213	core	Sudbury Reef	28.5	65	2	1	17	13/01/2023	5	0.06	IMG_7557		
64	14/01/2023	white	CSUD002	CSUD213	core	Sudbury Reef	28.5	65	2	1	17	13/01/2023	6	0.05	IMG_7557		
64	14/01/2023	white	CSUD002	CSUD213	core	Sudbury Reef	28.5	65	2	1	17	13/01/2023	7	0.053	IMG_7557		
64	14/01/2023	white	CSUD002	CSUD213	core	Sudbury Reef	28.5	65	2	1	17	13/01/2023	8	0.053	IMG_7557		
64	14/01/2023	white	CSUD002	CSUD213	core	Sudbury Reef	28.5	65	2	1	17	13/01/2023	9	0.052	IMG_7557		
64	14/01/2023	white	CSUD002	CSUD213	core	Sudbury Reef	28.5	65	2	1	17	13/01/2023	10	0.063	IMG_7557		
65	17/01/2023	white	LSBI028	LSBI027	leading	St. Bee's Island	28.5	233	3	2	60	16/01/2023	1	0.060	IMG_7607		
65	17/01/2023	white	LSBI028	LSBI027	leading	St. Bee's Island	28.5	233	3	2	60	16/01/2023	2	0.048	IMG_7607		
65	17/01/2023	white	LSBI028	LSBI027	leading	St. Bee's Island	28.5	233	3	2	60	16/01/2023	3	0.048	IMG_7607		
65	17/01/2023	white	LSBI028	LSBI027	leading	St. Bee's Island	28.5	233	3	2	60	16/01/2023	4	0.054	IMG_7607		
65	17/01/2023	white	LSBI028	LSBI027	leading	St. Bee's Island	28.5	233	3	2	60	16/01/2023	5	0.055	IMG_7607		
65	17/01/2023	white	LSBI028	LSBI027	leading	St. Bee's Island	28.5	233	3	2	60	16/01/2023	6	0.051	IMG_7607		
65	17/01/2023	white	LSBI028	LSBI027	leading	St. Bee's Island	28.5	233	3	2	60	16/01/2023	7	0.055	IMG_7607		
65	17/01/2023	white	LSBI028	LSBI027	leading	St. Bee's Island	28.5	233	3	2	60	16/01/2023	8	0.058	IMG_7607		
65	17/01/2023	white	LSBI028	LSBI027	leading	St. Bee's Island	28.5	233	3	2	60	16/01/2023	9	0.054	IMG_7607		
65	17/01/2023	white	LSBI028	LSBI027	leading	St. Bee's Island	28.5	233	3	2	60	16/01/2023	10	0.055	IMG_7607		
66	19/01/2023	white	CPRE375	CPRE377	core	Pretty Patches	27	268	3	1	62	18/01/2022	1	0.068	IMG_7638		
66	19/01/2023	white	CPRE375	CPRE377	core	Pretty Patches	27	268	3	1	62	18/01/2022	2	0.068	IMG_7638		
66	19/01/2023	white	CPRE375	CPRE377	core	Pretty Patches	27	268	3	1	62	18/01/2022	3	0.074	IMG_7638		
66	19/01/2023	white	CPRE375	CPRE377	core	Pretty Patches	27	268	3	1	62	18/01/2022	4	0.064	IMG_7638		
66	19/01/2023	white	CPRE375	CPRE377	core	Pretty Patches	27	268	3	1	62	18/01/2022	5	0.064	IMG_7638		
66	19/01/2023	white	CPRE375	CPRE377	core	Pretty Patches	27	268	3	1	62	18/01/2022	6	0.061	IMG_7638		
66	19/01/2023	white	CPRE375	CPRE377	core	Pretty Patches	27	268	3	1	62	18/01/2022	7	0.076	IMG_7638		
66	19/01/2023	white	CPRE375	CPRE377	core	Pretty Patches	27	268	3	1	62	18/01/2022	8	0.07	IMG_7638		
66	19/01/2023	white	CPRE375	CPRE377	core	Pretty Patches	27	268	3	1	62	18/01/2022	9	0.067	IMG_7638		
66	19/01/2023	white	CPRE375	CPRE377	core	Pretty Patches	27	268	3	1	62	18/01/2022	10	0.063	IMG_7638		
67	19/01/2023	white	CSUD013	CSUD017	core	Sudbury Reef	27	271	3	3	62	18/01/2022	1	0.055	IMG_7643		
67	19/01/2023	white	CSUD013	CSUD017	core	Sudbury Reef	27	271	3	3	62	18/01/2022	2	0.054	IMG_7643		
67	19/01/2023	white	CSUD013	CSUD017	core	Sudbury Reef	27	271	3	3	62	18/01/2022	3	0.054	IMG_7643		
67	19/01/2023	white	CSUD013	CSUD017	core	Sudbury Reef	27	271	3	3	62	18/01/2022	4	0.05	IMG_7643		
67	19/01/2023	white	CSUD013	CSUD017	core	Sudbury Reef	27	271	3	3	62	18/01/2022	5	0.056	IMG_7643		
67	19/01/2023	white	CSUD013	CSUD017	core	Sudbury Reef	27	271	3	3	62	18/01/2022	6	0.056	IMG_7643		
67	19/01/2023	white	CSUD013	CSUD017	core	Sudbury Reef	27	271	3	3	62	18/01/2022	7	0.054	IMG_7643		
67	19/01/2023	white	CSUD013	CSUD017	core	Sudbury Reef	27	271	3	3	62	18/01/2022	8	0.051	IMG_7643		
67	19/01/2023	white	CSUD013	CSUD017	core	Sudbury Reef	27	271	3	3	62	18/01/2022	9	0.049	IMG_7643		
67	19/01/2023	white	CSUD013	CSUD017	core	Sudbury Reef	27	271	3	3	62	18/01/2022	10	0.049	IMG_7643		
68	20/01/2023	white	CARL218	CARL222	core	Arlington Reef	30	109	3	3	63	19/01/2023	1	0.048	IMG_7666		
