"","exp_date","sampleID","clutch_number","reef.abbrv","tank","dev.temp","replicate","rep","male","female","region","population","male_standard_length","male_mass","female_standard_length","female_mass","male_lat","male_long","female_lat","female_long","clutch_order","days_in_treatment","egg_count","date_of_hatch","hatching_time","hatching_success","intercept_b0","slope_b1","rsq","row","endrow","time","time_lag_sec","time_lag_min","endtime","oxy","endoxy","rate.input","rank","rate","oxy.unit","time.unit","volume","mass","area","S","t","P","rate.abs","rate.m.spec","rate.a.spec","output.unit","rate.output","rate.output2","Temperature","age"
"12",2023-07-14,"101.STBI.135.30.1","101","STBI","135","30","1",13,"LSBI028","LSBI027","leading","St. Bee's Island",90,33.61,91.51,NA,-20.927,149.663,-20.927,149.663,3,89,294,2023-02-25,10,0.92226,283.181062990506,-0.0257266734590126,0.981,3621,3696,7194.47,4799.73,79.9955,7295.51,97.926,95.65,-0.00859994777248388,1,-0.00859994777248388,"%Air","sec",0.05,0.0010804,NA,37,30.813,1.019,-0.0945455919008432,-87.5098036846013,NA,"mgO2/hr/kg",87.5098036846013,0.0945455919008432,30.813,139
"13",2023-07-14,"101.STBI.135.30.1","101","STBI","135","30","1",14,"LSBI028","LSBI027","leading","St. Bee's Island",90,33.61,91.51,NA,-20.927,149.663,-20.927,149.663,3,89,294,2023-02-25,10,0.92226,335.119275033336,-0.0311984319089032,0.955,3919,3993,7595.56,5200.82,86.6803333333333,7695.28,97.917,95.121,-0.0143740861671201,1,-0.0143740861671201,"%Air","sec",0.05,0.0010804,NA,37,30.839,1.019,-0.157960933028257,-146.20597281401,NA,"mgO2/hr/kg",146.20597281401,0.157960933028257,30.839,139
"14",2023-07-14,"101.STBI.135.30.1","101","STBI","135","30","1",15,"LSBI028","LSBI027","leading","St. Bee's Island",90,33.61,91.51,NA,-20.927,149.663,-20.927,149.663,3,89,294,2023-02-25,10,0.92226,251.821570152124,-0.019268579975117,0.938,4216,4290,7995.03,5600.29,93.3381666666667,8094.45,97.599,95.573,-0.00274577597480136,1,-0.00274577597480136,"%Air","sec",0.05,0.0010804,NA,37,31.013,1.019,-0.0300924867579264,-27.8530977026346,NA,"mgO2/hr/kg",27.8530977026346,0.0300924867579264,31.013,139
"15",2023-07-14,"101.STBI.135.30.1","101","STBI","135","30","1",16,"LSBI028","LSBI027","leading","St. Bee's Island",90,33.61,91.51,NA,-20.927,149.663,-20.927,149.663,3,89,294,2023-02-25,10,0.92226,255.343705010142,-0.018828571210314,0.938,4513,4588,8394.77,6000.03,100.0005,8495.71,97.136,95.004,-0.00260820001441022,1,-0.00260820001441022,"%Air","sec",0.05,0.0010804,NA,37,31.121,1.019,-0.0285367816616435,-26.4131633299181,NA,"mgO2/hr/kg",26.4131633299181,0.0285367816616435,31.121,139
"16",2023-07-14,"101.STBI.135.30.1","101","STBI","135","30","1",17,"LSBI028","LSBI027","leading","St. Bee's Island",90,33.61,91.51,NA,-20.927,149.663,-20.927,149.663,3,89,294,2023-02-25,10,0.92226,276.587403138621,-0.0203450233469986,0.959,4810,4885,8794.2,6399.46,106.657666666667,8895.25,97.801,95.053,-0.00442631849034691,1,-0.00442631849034691,"%Air","sec",0.05,0.0010804,NA,37,31.135,1.019,-0.0484186136261998,-44.8154513385781,NA,"mgO2/hr/kg",44.8154513385781,0.0484186136261998,31.135,139
"17",2023-07-14,"101.STBI.135.30.1","101","STBI","135","30","1",19,"LSBI028","LSBI027","leading","St. Bee's Island",90,33.61,91.51,NA,-20.927,149.663,-20.927,149.663,3,89,294,2023-02-25,10,0.92226,331.406872870776,-0.0243699780212634,0.959,5405,5480,9594.49,7199.75,119.995833333333,9695.42,97.498,94.446,-0.00905555731710726,1,-0.00905555731710726,"%Air","sec",0.05,0.0010804,NA,37,31.367,1.019,-0.0987012991532352,-91.3562561581222,NA,"mgO2/hr/kg",91.3562561581222,0.0987012991532352,31.367,139
"18",2023-07-14,"101.STBI.135.30.1","101","STBI","135","30","1",20,"LSBI028","LSBI027","leading","St. Bee's Island",90,33.61,91.51,NA,-20.927,149.663,-20.927,149.663,3,89,294,2023-02-25,10,0.92226,331.473650492956,-0.0233864813103758,0.959,5702,5777,9994.51,7599.77,126.662833333333,10095.34,97.568,94.895,-0.00837409318744468,1,-0.00837409318744468,"%Air","sec",0.05,0.0010804,NA,37,31.476,1.019,-0.0911198955646814,-84.3390369906344,NA,"mgO2/hr/kg",84.3390369906344,0.0911198955646814,31.476,139
"19",2023-07-14,"101.STBI.135.30.1","101","STBI","135","30","1",21,"LSBI028","LSBI027","leading","St. Bee's Island",90,33.61,91.51,NA,-20.927,149.663,-20.927,149.663,3,89,294,2023-02-25,10,0.92226,437.718863450434,-0.0327261060048853,0.948,5999,6074,10394.37,7999.63,133.327166666667,10495.46,97.328,93.574,-0.0180157655659409,1,-0.0180157655659409,"%Air","sec",0.05,0.0010804,NA,37,31.622,1.019,-0.195591023197655,-181.035748979688,NA,"mgO2/hr/kg",181.035748979688,0.195591023197655,31.622,139
"20",2023-07-14,"101.STBI.135.30.1","101","STBI","135","30","1",22,"LSBI028","LSBI027","leading","St. Bee's Island",90,33.61,91.51,NA,-20.927,149.663,-20.927,149.663,3,89,294,2023-02-25,10,0.92226,411.602752123805,-0.0290752493508471,0.985,6297,6371,10795.12,8400.38,140.006333333333,10894.72,97.475,94.858,-0.0146669679229608,1,-0.0146669679229608,"%Air","sec",0.05,0.0010804,NA,37,31.731,1.019,-0.15896688305389,-147.137063174648,NA,"mgO2/hr/kg",147.137063174648,0.15896688305389,31.731,139
"21",2023-07-14,"101.STBI.135.30.1","101","STBI","135","30","1",24,"LSBI028","LSBI027","leading","St. Bee's Island",90,33.61,91.51,NA,-20.927,149.663,-20.927,149.663,3,89,294,2023-02-25,10,0.92226,269.828272713311,-0.0148802647509184,0.939,6891,6966,11594.65,9199.91,153.331833333333,11695.47,97.413,95.616,-0.0010761995130997,1,-0.0010761995130997,"%Air","sec",0.05,0.0010804,NA,37,31.951,1.019,-0.0116248944691372,-10.7598060617708,NA,"mgO2/hr/kg",10.7598060617708,0.0116248944691372,31.951,139
"22",2023-07-14,"101.STBI.135.30.1","101","STBI","135","30","1",25,"LSBI028","LSBI027","leading","St. Bee's Island",90,33.61,91.51,NA,-20.927,149.663,-20.927,149.663,3,89,294,2023-02-25,10,0.92226,349.085925897703,-0.0209836121458535,0.973,7188,7263,11994.39,9599.65,159.994166666667,12095.51,97.347,95.005,-0.00748151907821274,1,-0.00748151907821274,"%Air","sec",0.05,0.0010804,NA,37,32.048,1.019,-0.0806936074440592,-74.6886407294143,NA,"mgO2/hr/kg",74.6886407294143,0.0806936074440592,32.048,139
"23",2023-07-14,"101.STBI.135.30.1","101","STBI","135","30","1",26,"LSBI028","LSBI027","leading","St. Bee's Island",90,33.61,91.51,NA,-20.927,149.663,-20.927,149.663,3,89,294,2023-02-25,10,0.92226,385.889686207393,-0.0232690612310393,0.986,7485,7560,12394.17,9999.43,166.657166666667,12495.13,97.294,95.256,-0.0100687968573396,1,-0.0100687968573396,"%Air","sec",0.05,0.0010804,NA,37,32.12,1.019,-0.108479398391639,-100.406699733098,NA,"mgO2/hr/kg",100.406699733098,0.108479398391639,32.12,139
"24",2023-07-14,"101.STBI.135.30.1","101","STBI","135","30","1",27,"LSBI028","LSBI027","leading","St. Bee's Island",90,33.61,91.51,NA,-20.927,149.663,-20.927,149.663,3,89,294,2023-02-25,10,0.92226,540.171975820831,-0.0345511473834372,0.936,7782,7857,12793.76,10399.02,173.317,12894.64,97.784,94.603,-0.0216525984329653,1,-0.0216525984329653,"%Air","sec",0.05,0.0010804,NA,37,32.269,1.019,-0.232749339490889,-215.428859210375,NA,"mgO2/hr/kg",215.428859210375,0.232749339490889,32.269,139
"25",2023-07-14,"101.STBI.135.30.1","101","STBI","135","30","1",28,"LSBI028","LSBI027","leading","St. Bee's Island",90,33.61,91.51,NA,-20.927,149.663,-20.927,149.663,3,89,294,2023-02-25,10,0.92226,392.917579623638,-0.0224051003658544,0.979,8080,8155,13194.41,10799.67,179.9945,13295.35,97.346,94.887,-0.00980912014465033,1,-0.00980912014465033,"%Air","sec",0.05,0.0010804,NA,37,32.355,1.019,-0.105302138038717,-97.4658811909634,NA,"mgO2/hr/kg",97.4658811909634,0.105302138038717,32.355,139
"26",2023-07-14,"101.STBI.135.30.1","101","STBI","135","30","1",29,"LSBI028","LSBI027","leading","St. Bee's Island",90,33.61,91.51,NA,-20.927,149.663,-20.927,149.663,3,89,294,2023-02-25,10,0.92226,527.524322449062,-0.0316008800461676,0.979,8377,8452,13594.2,11199.46,186.657666666667,13695.24,97.484,94.832,-0.0193068342382369,1,-0.0193068342382369,"%Air","sec",0.05,0.0010804,NA,37,32.406,1.019,-0.207099807359257,-191.688085301053,NA,"mgO2/hr/kg",191.688085301053,0.207099807359257,32.406,139
"27",2023-07-14,"101.STBI.135.30.1","101","STBI","135","30","1",30,"LSBI028","LSBI027","leading","St. Bee's Island",90,33.61,91.51,NA,-20.927,149.663,-20.927,149.663,3,89,294,2023-02-25,10,0.92226,891.560060820358,-0.0567794769811476,0.995,8674,8749,13994.12,11599.38,193.323,14094.89,96.785,91.46,-0.0447873240538956,1,-0.0447873240538956,"%Air","sec",0.05,0.0010804,NA,37,32.583,1.019,-0.479126909168039,-443.471778200703,NA,"mgO2/hr/kg",443.471778200703,0.479126909168039,32.583,139
"28",2023-07-14,"101.STBI.135.30.1","101","STBI","135","30","1",31,"LSBI028","LSBI027","leading","St. Bee's Island",90,33.61,91.51,NA,-20.927,149.663,-20.927,149.663,3,89,294,2023-02-25,10,0.92226,498.69040405777,-0.0278685645950444,0.978,8972,9046,14395.01,12000.27,200.0045,14494.51,97.283,94.794,-0.0161786594633725,1,-0.0161786594633725,"%Air","sec",0.05,0.0010804,NA,37,32.703,1.019,-0.172760338825076,-159.904052966564,NA,"mgO2/hr/kg",159.904052966564,0.172760338825076,32.703,139
"29",2023-07-14,"101.STBI.135.30.1","101","STBI","135","30","1",32,"LSBI028","LSBI027","leading","St. Bee's Island",90,33.61,91.51,NA,-20.927,149.663,-20.927,149.663,3,89,294,2023-02-25,10,0.92226,480.876447199403,-0.025906496794017,0.986,9269,9344,14794.63,12399.89,206.664833333333,14895.54,97.476,94.865,-0.0145188923175915,1,-0.0145188923175915,"%Air","sec",0.05,0.0010804,NA,37,32.774,1.019,-0.154869464761175,-143.344561978133,NA,"mgO2/hr/kg",143.344561978133,0.154869464761175,32.774,139
"30",2023-07-14,"101.STBI.135.30.1","101","STBI","135","30","1",33,"LSBI028","LSBI027","leading","St. Bee's Island",90,33.61,91.51,NA,-20.927,149.663,-20.927,149.663,3,89,294,2023-02-25,10,0.92226,442.778897192151,-0.022749103587601,0.958,9566,9641,15194,12799.26,213.321,15294.85,97.065,94.516,-0.0116630559554048,1,-0.0116630559554048,"%Air","sec",0.05,0.0010804,NA,37,32.894,1.019,-0.124180262248068,-114.939154246638,NA,"mgO2/hr/kg",114.939154246638,0.124180262248068,32.894,139
"31",2023-07-14,"101.STBI.135.30.1","101","STBI","135","30","1",34,"LSBI028","LSBI027","leading","St. Bee's Island",90,33.61,91.51,NA,-20.927,149.663,-20.927,149.663,3,89,294,2023-02-25,10,0.92226,615.628688645353,-0.0332433682927882,0.979,9864,9939,15594.73,13199.99,219.999833333333,15695.62,97.086,93.927,-0.0224599422495259,1,-0.0224599422495259,"%Air","sec",0.05,0.0010804,NA,37,33.046,1.019,-0.23858721108058,-220.832294595132,NA,"mgO2/hr/kg",220.832294595132,0.23858721108058,33.046,139
"32",2023-07-14,"101.STBI.135.30.1","101","STBI","135","30","1",35,"LSBI028","LSBI027","leading","St. Bee's Island",90,33.61,91.51,NA,-20.927,149.663,-20.927,149.663,3,89,294,2023-02-25,10,0.92226,813.515265161392,-0.0448486914835368,0.961,10161,10236,15994.6,13599.86,226.664333333333,16095.56,95.992,91.233,-0.0343672489375237,1,-0.0343672489375237,"%Air","sec",0.05,0.0010804,NA,37,33.1,1.019,-0.364777354271732,-337.6317607106,NA,"mgO2/hr/kg",337.6317607106,0.364777354271732,33.1,139
"33",2023-07-14,"101.STBI.135.30.1","101","STBI","135","30","1",36,"LSBI028","LSBI027","leading","St. Bee's Island",90,33.61,91.51,NA,-20.927,149.663,-20.927,149.663,3,89,294,2023-02-25,10,0.92226,935.751153437993,-0.0511418222512942,0.904,10457,10531,16395.03,14000.29,233.338166666667,16494.41,96.761,92.149,-0.0409621630909369,1,-0.0409621630909369,"%Air","sec",0.05,0.0010804,NA,37,33.19,1.019,-0.434184299406802,-401.873657355426,NA,"mgO2/hr/kg",401.873657355426,0.434184299406802,33.19,139
"34",2023-07-14,"101.STBI.135.30.1","101","STBI","135","30","1",37,"LSBI028","LSBI027","leading","St. Bee's Island",90,33.61,91.51,NA,-20.927,149.663,-20.927,149.663,3,89,294,2023-02-25,10,0.92226,675.018839701133,-0.0344875011926429,0.925,10753,10828,16793.82,14399.08,239.984666666667,16894.91,95.812,92.911,-0.0246096291936319,1,-0.0246096291936319,"%Air","sec",0.05,0.0010804,NA,37,33.379,1.019,-0.260109029534793,-240.752526411322,NA,"mgO2/hr/kg",240.752526411322,0.260109029534793,33.379,139
"35",2023-07-14,"101.STBI.135.30.1","101","STBI","135","30","1",39,"LSBI028","LSBI027","leading","St. Bee's Island",90,33.61,91.51,NA,-20.927,149.663,-20.927,149.663,3,89,294,2023-02-25,10,0.92226,688.945519994182,-0.0336238535108536,0.959,11348,11422,17595.43,15200.69,253.344833333333,17694.98,97.447,93.989,-0.0243507262985721,1,-0.0243507262985721,"%Air","sec",0.05,0.0010804,NA,37,33.515,1.019,-0.256844976953525,-237.731374447913,NA,"mgO2/hr/kg",237.731374447913,0.256844976953525,33.515,139
"36",2023-07-14,"101.STBI.135.30.1","101","STBI","135","30","1",40,"LSBI028","LSBI027","leading","St. Bee's Island",90,33.61,91.51,NA,-20.927,149.663,-20.927,149.663,3,89,294,2023-02-25,10,0.92226,678.600889748999,-0.0323663157026759,0.907,11644,11719,17994.19,15599.45,259.990833333333,18095.08,95.89,92.205,-0.0233948132970516,1,-0.0233948132970516,"%Air","sec",0.05,0.0010804,NA,37,33.599,1.019,-0.246450100198643,-228.110052016515,NA,"mgO2/hr/kg",228.110052016515,0.246450100198643,33.599,139
"37",2023-07-14,"101.STBI.135.30.1","101","STBI","135","30","1",41,"LSBI028","LSBI027","leading","St. Bee's Island",90,33.61,91.51,NA,-20.927,149.663,-20.927,149.663,3,89,294,2023-02-25,10,0.92226,718.173037120606,-0.0338164920345563,0.983,11941,12016,18393.7,15998.96,266.649333333333,18494.62,96.329,92.472,-0.0251466861737077,1,-0.0251466861737077,"%Air","sec",0.05,0.0010804,NA,37,33.746,1.019,-0.264319628527007,-244.649785752506,NA,"mgO2/hr/kg",244.649785752506,0.264319628527007,33.746,139
"38",2023-07-14,"101.STBI.135.30.1","101","STBI","135","30","1",42,"LSBI028","LSBI027","leading","St. Bee's Island",90,33.61,91.51,NA,-20.927,149.663,-20.927,149.663,3,89,294,2023-02-25,10,0.92226,975.069008550507,-0.0467321413451055,0.974,12238,12313,18794.06,16399.32,273.322,18894.94,96.695,92.134,-0.0383646474665746,1,-0.0383646474665746,"%Air","sec",0.05,0.0010804,NA,37,33.878,1.019,-0.402456109488119,-372.506580422176,NA,"mgO2/hr/kg",372.506580422176,0.402456109488119,33.878,139
"39",2023-07-14,"101.STBI.135.30.1","101","STBI","135","30","1",43,"LSBI028","LSBI027","leading","St. Bee's Island",90,33.61,91.51,NA,-20.927,149.663,-20.927,149.663,3,89,294,2023-02-25,10,0.92226,950.174540733862,-0.0444440260654105,0.931,12535,12610,19193.74,16799,279.983333333333,19294.69,96.702,92.405,-0.036378372207892,1,-0.036378372207892,"%Air","sec",0.05,0.0010804,NA,37,33.96,1.019,-0.38115020194024,-352.786192095742,NA,"mgO2/hr/kg",352.786192095742,0.38115020194024,33.96,139
"40",2023-07-14,"101.STBI.135.30.1","101","STBI","135","30","1",44,"LSBI028","LSBI027","leading","St. Bee's Island",90,33.61,91.51,NA,-20.927,149.663,-20.927,149.663,3,89,294,2023-02-25,10,0.92226,1052.00400702748,-0.0487718459767339,0.973,12832,12907,19593.67,17198.93,286.648833333333,19694.8,96.129,91.596,-0.0410082624573448,1,-0.0410082624573448,"%Air","sec",0.05,0.0010804,NA,37,34.016,1.019,-0.429298703308497,-397.351632088575,NA,"mgO2/hr/kg",397.351632088575,0.429298703308497,34.016,139
"41",2023-07-14,"101.STBI.135.30.1","101","STBI","135","30","1",45,"LSBI028","LSBI027","leading","St. Bee's Island",90,33.61,91.51,NA,-20.927,149.663,-20.927,149.663,3,89,294,2023-02-25,10,0.92226,1204.71841149872,-0.0553659428446721,0.979,13129,13204,19994.06,17599.32,293.322,20094.79,97.561,92.642,-0.0479045580368874,1,-0.0479045580368874,"%Air","sec",0.05,0.0010804,NA,37,34.122,1.019,-0.500697456357827,-463.437112511872,NA,"mgO2/hr/kg",463.437112511872,0.500697456357827,34.122,139
"42",2023-07-14,"101.STBI.135.30.1","101","STBI","135","30","1",46,"LSBI028","LSBI027","leading","St. Bee's Island",90,33.61,91.51,NA,-20.927,149.663,-20.927,149.663,3,89,294,2023-02-25,10,0.92226,654.334587835237,-0.0273424115969122,0.98,13426,13501,20393.56,17998.82,299.980333333333,20494.41,96.446,93.94,-0.0201827497637361,1,-0.0201827497637361,"%Air","sec",0.05,0.0010804,NA,37,34.232,1.019,-0.210602764590445,-194.930363375088,NA,"mgO2/hr/kg",194.930363375088,0.210602764590445,34.232,139
"43",2023-07-14,"101.STBI.135.30.1","101","STBI","135","30","1",47,"LSBI028","LSBI027","leading","St. Bee's Island",90,33.61,91.51,NA,-20.927,149.663,-20.927,149.663,3,89,294,2023-02-25,10,0.92226,555.631772683045,-0.0220648617900957,0.955,13723,13798,20793.61,18398.87,306.647833333333,20894.64,96.551,94.327,-0.0152073609116196,1,-0.0152073609116196,"%Air","sec",0.05,0.0010804,NA,37,34.336,1.019,-0.158439174125029,-146.648624699213,NA,"mgO2/hr/kg",146.648624699213,0.158439174125029,34.336,139
"44",2023-07-14,"101.STBI.135.30.1","101","STBI","135","30","1",48,"LSBI028","LSBI027","leading","St. Bee's Island",90,33.61,91.51,NA,-20.927,149.663,-20.927,149.663,3,89,294,2023-02-25,10,0.92226,924.205225352962,-0.0390001022845177,0.981,14020,14095,21193.97,18799.23,313.3205,21295.09,97.304,93.42,-0.0324449624723352,1,-0.0324449624723352,"%Air","sec",0.05,0.0010804,NA,37,34.383,1.019,-0.337793427172538,-312.655893347406,NA,"mgO2/hr/kg",312.655893347406,0.337793427172538,34.383,139
"45",2023-07-14,"101.STBI.135.30.1","101","STBI","135","30","1",49,"LSBI028","LSBI027","leading","St. Bee's Island",90,33.61,91.51,NA,-20.927,149.663,-20.927,149.663,3,89,294,2023-02-25,10,0.92226,964.325776808503,-0.0401501721312548,0.918,14317,14392,21594.51,19199.77,319.996166666667,21695.41,97.535,93.088,-0.0338974122638178,1,-0.0338974122638178,"%Air","sec",0.05,0.0010804,NA,37,34.58,1.019,-0.35188003767608,-325.694222210367,NA,"mgO2/hr/kg",325.694222210367,0.35188003767608,34.58,139
"46",2023-07-14,"101.STBI.135.30.1","101","STBI","135","30","1",50,"LSBI028","LSBI027","leading","St. Bee's Island",90,33.61,91.51,NA,-20.927,149.663,-20.927,149.663,3,89,294,2023-02-25,10,0.92226,837.794539528773,-0.0336350385991333,0.959,14614,14689,21994.39,19599.65,326.660833333333,22095.39,97.555,94.303,-0.0276842811073978,1,-0.0276842811073978,"%Air","sec",0.05,0.0010804,NA,37,34.709,1.019,-0.286831857994648,-265.486725281977,NA,"mgO2/hr/kg",265.486725281977,0.286831857994648,34.709,139
"47",2023-07-14,"101.STBI.135.30.1","101","STBI","135","30","1",51,"LSBI028","LSBI027","leading","St. Bee's Island",90,33.61,91.51,NA,-20.927,149.663,-20.927,149.663,3,89,294,2023-02-25,10,0.92226,839.222892294668,-0.0330948780639553,0.99,14911,14986,22394.2,19999.46,333.324333333333,22494.9,97.789,94.852,-0.0274459190606374,1,-0.0274459190606374,"%Air","sec",0.05,0.0010804,NA,37,34.773,1.019,-0.284091740337908,-262.950518639308,NA,"mgO2/hr/kg",262.950518639308,0.284091740337908,34.773,139
"48",2023-07-14,"101.STBI.135.30.1","101","STBI","135","30","1",53,"LSBI028","LSBI027","leading","St. Bee's Island",90,33.61,91.51,NA,-20.927,149.663,-20.927,149.663,3,89,294,2023-02-25,10,0.92226,1528.31712684477,-0.0616933167846241,0.979,15506,15580,23194.84,20800.1,346.668333333333,23294.52,96.841,91.687,-0.0566485664199929,1,-0.0566485664199929,"%Air","sec",0.05,0.0010804,NA,37,35.013,1.019,-0.584281852851217,-540.801418781208,NA,"mgO2/hr/kg",540.801418781208,0.584281852851217,35.013,139
